ticket_id,ticket_date,channel,product,issue_type,sentiment,priority,resolution_status,resolution_time_hours,customer_satisfaction
TKT511468,2025-11-24,Email,Account,Login Issue,Negative,High,Pending,40.7,2.4
TKT509015,2025-11-24,Phone,Payments,Payment Failed,Neutral,Medium,Pending,31.3,3.6
TKT502498,2025-11-24,Phone,Loans,Refund Delay,Neutral,Low,Resolved,22.0,2.9
TKT509453,2025-11-24,Chat,Mobile App,App Bug,Positive,High,Pending,35.4,3.2
TKT503043,2025-11-24,Chat,Payments,App Bug,Negative,Low,Resolved,26.9,3.3
TKT509124,2025-11-24,Phone,Payments,Account Access,Neutral,High,Pending,33.3,4.1
TKT505629,2025-11-24,Chat,Cards,Payment Failed,Neutral,Medium,Resolved,23.7,3.5
TKT500707,2025-11-24,Chat,Mobile App,Refund Delay,Negative,High,Resolved,22.4,1.8
TKT505443,2025-11-24,Email,Mobile App,Login Issue,Negative,Low,Pending,47.1,2.5
TKT508788,2025-11-24,Email,Account,Account Access,Negative,High,Pending,46.9,2.7
TKT501799,2025-11-24,Social,Account,Loan Query,Negative,High,Pending,33.6,2.4
TKT511449,2025-11-25,Email,Payments,Account Access,Positive,Medium,Pending,35.6,3.6
TKT511098,2025-11-25,Phone,Mobile App,App Bug,Neutral,Medium,Pending,32.9,4.7
TKT506931,2025-11-25,Chat,Account,Loan Query,Negative,High,Resolved,20.6,2.7
TKT503512,2025-11-25,Phone,Cards,Payment Failed,Negative,High,Pending,30.7,1.8
TKT511112,2025-11-25,Chat,Loans,Card Issue,Positive,Medium,Resolved,22.0,3.3
TKT510258,2025-11-25,Email,Mobile App,App Bug,Positive,High,Pending,43.5,2.9
TKT506739,2025-11-25,Email,Mobile App,Refund Delay,Neutral,Low,Pending,40.9,3.9
TKT511169,2025-11-25,Phone,Mobile App,Payment Failed,Positive,Critical,Pending,41.4,3.6
TKT507092,2025-11-25,Email,Mobile App,Payment Failed,Negative,Critical,Pending,51.0,3.1
TKT510413,2025-11-25,Chat,Mobile App,App Bug,Negative,High,Resolved,26.5,1.7
TKT507999,2025-11-25,Chat,Mobile App,Card Issue,Neutral,Medium,Resolved,16.8,3.9
TKT500216,2025-11-25,Phone,Loans,Payment Failed,Negative,Medium,Resolved,19.1,2.4
TKT511815,2025-11-25,Phone,Payments,Card Issue,Negative,High,Pending,37.9,2.4
TKT500280,2025-11-25,Chat,Loans,Card Issue,Neutral,Low,Pending,32.5,4.3
TKT502120,2025-11-25,Social,Payments,Payment Failed,Neutral,Critical,Pending,36.6,3.5
TKT508825,2025-11-25,Phone,Payments,Refund Delay,Negative,Medium,Resolved,28.2,3.9
TKT507346,2025-11-25,Chat,Account,Payment Failed,Neutral,Low,Pending,30.7,3.8
TKT503371,2025-11-25,Chat,Mobile App,Login Issue,Negative,Medium,Pending,49.4,1.9
TKT505228,2025-11-25,Chat,Cards,Account Access,Positive,Critical,Pending,30.3,3.8
TKT506503,2025-11-25,Chat,Loans,Refund Delay,Positive,Critical,Escalated,62.2,2.9
TKT508435,2025-11-25,Phone,Mobile App,Refund Delay,Negative,High,Resolved,28.5,3.2
TKT502517,2025-11-25,Social,Account,Login Issue,Negative,High,Pending,42.1,2.1
TKT500095,2025-11-25,Chat,Payments,Card Issue,Negative,High,Resolved,22.2,1.7
TKT502138,2025-11-25,Phone,Account,Refund Delay,Negative,Medium,Pending,32.6,2.4
TKT503697,2025-11-26,Phone,Mobile App,Account Access,Neutral,High,Pending,31.5,4.6
TKT510678,2025-11-26,Email,Account,App Bug,Negative,Low,Pending,43.9,2.3
TKT501569,2025-11-26,Chat,Payments,Card Issue,Neutral,High,Pending,38.1,4.1
TKT506236,2025-11-26,Chat,Mobile App,Card Issue,Positive,Critical,Pending,38.4,3.3
TKT501413,2025-11-26,Social,Loans,Card Issue,Positive,Medium,Pending,32.6,3.8
TKT509679,2025-11-26,Social,Mobile App,Card Issue,Positive,High,Pending,43.0,4.1
TKT503553,2025-11-26,Email,Payments,Refund Delay,Neutral,Low,Pending,40.1,3.9
TKT510383,2025-11-26,Email,Cards,Loan Query,Positive,High,Pending,42.7,4.5
TKT502281,2025-11-26,Chat,Payments,Card Issue,Neutral,High,Resolved,22.0,3.7
TKT503181,2025-11-27,Phone,Cards,Account Access,Negative,Medium,Resolved,23.9,3.3
TKT509560,2025-11-27,Chat,Cards,Payment Failed,Positive,Critical,Pending,37.3,3.9
TKT510913,2025-11-27,Chat,Mobile App,App Bug,Negative,Medium,Pending,37.5,2.2
TKT507931,2025-11-27,Email,Mobile App,Login Issue,Positive,Critical,Pending,44.7,3.2
TKT511594,2025-11-27,Phone,Payments,Loan Query,Neutral,Medium,Resolved,24.8,3.6
TKT510326,2025-11-27,Email,Cards,Card Issue,Neutral,High,Pending,41.5,3.3
TKT505736,2025-11-27,Phone,Payments,Loan Query,Neutral,Medium,Pending,30.4,4.1
TKT508201,2025-11-27,Email,Mobile App,App Bug,Positive,High,Pending,52.1,3.7
TKT504990,2025-11-27,Chat,Payments,Loan Query,Positive,High,Pending,41.9,4.1
TKT511977,2025-11-27,Email,Loans,Loan Query,Negative,Medium,Pending,49.3,3.1
TKT504839,2025-11-27,Email,Payments,Login Issue,Negative,Medium,Pending,37.8,2.4
TKT505805,2025-11-27,Email,Account,Loan Query,Negative,High,Pending,42.0,1.8
TKT511430,2025-11-27,Email,Mobile App,Payment Failed,Negative,High,Pending,47.6,2.4
TKT504154,2025-11-27,Social,Cards,Payment Failed,Neutral,Low,Pending,40.6,3.7
TKT511034,2025-11-27,Chat,Loans,Payment Failed,Neutral,Low,Resolved,17.0,3.9
TKT510471,2025-11-28,Chat,Mobile App,Loan Query,Neutral,Medium,Pending,44.3,3.8
TKT501628,2025-11-28,Email,Payments,Refund Delay,Positive,High,Pending,51.8,3.1
TKT508753,2025-11-28,Chat,Cards,Account Access,Positive,Medium,Resolved,25.1,4.2
TKT503812,2025-11-28,Phone,Cards,Refund Delay,Negative,Medium,Pending,38.3,3.0
TKT506727,2025-11-28,Social,Loans,App Bug,Negative,Critical,Pending,39.8,2.2
TKT502386,2025-11-28,Chat,Cards,Account Access,Neutral,High,Resolved,29.4,4.2
TKT509798,2025-11-28,Chat,Loans,Login Issue,Neutral,Medium,Resolved,18.6,3.2
TKT500278,2025-11-28,Chat,Cards,Card Issue,Negative,High,Pending,47.1,2.4
TKT511129,2025-11-28,Phone,Payments,App Bug,Positive,High,Pending,33.0,3.0
TKT508670,2025-11-28,Chat,Payments,App Bug,Negative,High,Resolved,29.5,2.2
TKT501197,2025-11-28,Phone,Cards,Login Issue,Negative,High,Pending,34.0,1.8
TKT504007,2025-11-28,Email,Loans,Loan Query,Negative,Low,Pending,45.3,2.6
TKT506388,2025-11-28,Email,Mobile App,Account Access,Positive,High,Pending,41.2,4.0
TKT510434,2025-11-28,Phone,Payments,Card Issue,Neutral,Medium,Resolved,29.0,3.3
TKT501933,2025-11-28,Phone,Loans,Payment Failed,Neutral,Medium,Resolved,26.2,3.2
TKT507163,2025-11-28,Email,Mobile App,App Bug,Neutral,Low,Pending,45.5,3.8
TKT503231,2025-11-29,Email,Loans,Payment Failed,Negative,High,Pending,50.6,2.0
TKT506048,2025-11-29,Phone,Account,App Bug,Positive,Low,Resolved,27.5,3.8
TKT508110,2025-11-29,Chat,Cards,Loan Query,Negative,High,Resolved,20.7,2.8
TKT502198,2025-11-29,Social,Mobile App,Payment Failed,Positive,High,Pending,47.3,5.0
TKT503796,2025-11-29,Phone,Account,Loan Query,Negative,Medium,Resolved,26.3,2.7
TKT506054,2025-11-29,Chat,Mobile App,Card Issue,Neutral,High,Resolved,28.3,3.5
TKT509912,2025-11-29,Chat,Mobile App,Card Issue,Neutral,Medium,Resolved,25.0,3.7
TKT504081,2025-11-29,Chat,Payments,Payment Failed,Negative,High,Pending,48.8,3.3
TKT504030,2025-11-29,Phone,Cards,Login Issue,Negative,Medium,Resolved,25.8,2.7
TKT507111,2025-11-29,Social,Account,Payment Failed,Positive,Medium,Pending,32.9,2.9
TKT502793,2025-11-29,Chat,Account,Login Issue,Negative,High,Pending,32.6,2.8
TKT500981,2025-11-29,Email,Cards,Payment Failed,Neutral,Critical,Escalated,57.5,3.4
TKT511521,2025-11-29,Phone,Payments,Loan Query,Positive,Medium,Pending,30.4,3.4
TKT510421,2025-11-29,Email,Account,Refund Delay,Positive,Medium,Pending,47.8,5.0
TKT507561,2025-11-29,Chat,Mobile App,Payment Failed,Positive,Medium,Pending,37.5,4.2
TKT511336,2025-11-29,Phone,Mobile App,Payment Failed,Negative,High,Resolved,29.7,3.2
TKT507129,2025-11-29,Email,Cards,Login Issue,Neutral,Medium,Pending,41.7,4.3
TKT503978,2025-11-29,Chat,Account,Refund Delay,Negative,High,Pending,43.1,2.2
TKT504523,2025-11-29,Chat,Mobile App,Loan Query,Neutral,Medium,Resolved,13.5,3.4
TKT501192,2025-11-29,Phone,Loans,Card Issue,Positive,Medium,Resolved,24.0,3.6
TKT500265,2025-11-30,Social,Payments,Payment Failed,Negative,Medium,Resolved,29.0,1.5
TKT507745,2025-11-30,Chat,Mobile App,App Bug,Positive,High,Pending,32.6,4.0
TKT510907,2025-11-30,Chat,Account,Login Issue,Negative,High,Resolved,22.8,3.5
TKT504575,2025-11-30,Phone,Payments,Card Issue,Positive,High,Pending,35.0,4.7
TKT502713,2025-11-30,Email,Cards,Login Issue,Neutral,Medium,Pending,43.7,3.3
TKT500267,2025-11-30,Phone,Account,Card Issue,Negative,High,Pending,49.9,2.0
TKT504943,2025-11-30,Chat,Payments,Payment Failed,Negative,Low,Pending,36.6,2.6
TKT503332,2025-11-30,Social,Loans,Login Issue,Neutral,Medium,Resolved,27.6,3.3
TKT505407,2025-11-30,Email,Cards,Account Access,Positive,Low,Pending,42.5,2.7
TKT503055,2025-11-30,Phone,Cards,Account Access,Neutral,Low,Pending,30.0,4.0
TKT503387,2025-11-30,Chat,Mobile App,Login Issue,Negative,Low,Resolved,14.3,2.4
TKT509866,2025-11-30,Phone,Cards,Refund Delay,Neutral,Medium,Pending,37.9,3.9
TKT508935,2025-11-30,Email,Loans,Login Issue,Neutral,Low,Pending,45.4,4.5
TKT509546,2025-11-30,Email,Mobile App,Loan Query,Neutral,High,Pending,47.7,2.8
TKT500713,2025-11-30,Social,Payments,Login Issue,Neutral,Low,Resolved,26.4,3.9
TKT504168,2025-11-30,Email,Payments,Loan Query,Negative,High,Pending,49.7,2.1
TKT502255,2025-11-30,Chat,Cards,Refund Delay,Neutral,High,Resolved,25.6,4.8
TKT511281,2025-11-30,Email,Cards,Card Issue,Negative,Low,Pending,40.7,2.9
TKT511600,2025-11-30,Email,Mobile App,Payment Failed,Positive,Critical,Escalated,55.6,3.9
TKT507143,2025-11-30,Phone,Cards,Payment Failed,Negative,High,Pending,30.6,2.7
TKT507270,2025-11-30,Email,Payments,Refund Delay,Neutral,Medium,Pending,39.6,3.8
TKT505040,2025-11-30,Email,Mobile App,Loan Query,Negative,Low,Pending,52.6,3.8
TKT500745,2025-11-30,Chat,Mobile App,Login Issue,Positive,High,Pending,33.2,3.5
TKT510800,2025-11-30,Social,Account,Refund Delay,Negative,High,Pending,45.4,2.5
TKT502899,2025-11-30,Phone,Mobile App,Payment Failed,Negative,High,Pending,36.3,3.0
TKT503600,2025-11-30,Chat,Cards,Login Issue,Neutral,Low,Resolved,27.2,3.8
TKT504029,2025-11-30,Email,Cards,App Bug,Positive,Medium,Pending,41.2,3.4
TKT503154,2025-11-30,Chat,Mobile App,Login Issue,Negative,High,Pending,30.0,2.6
TKT506994,2025-11-30,Email,Account,App Bug,Negative,Low,Pending,42.7,3.3
TKT506433,2025-11-30,Phone,Account,App Bug,Negative,Medium,Resolved,27.0,3.4
TKT506929,2025-12-01,Chat,Loans,Payment Failed,Neutral,High,Pending,32.4,3.2
TKT510817,2025-12-01,Email,Payments,Login Issue,Neutral,Medium,Pending,50.5,4.1
TKT511659,2025-12-01,Email,Account,Payment Failed,Neutral,Medium,Pending,37.8,3.8
TKT511229,2025-12-01,Chat,Mobile App,Account Access,Neutral,High,Pending,33.3,4.2
TKT500938,2025-12-01,Chat,Loans,Loan Query,Negative,High,Pending,30.4,2.6
TKT507851,2025-12-01,Social,Payments,App Bug,Neutral,Medium,Pending,33.9,4.5
TKT502861,2025-12-01,Chat,Loans,Card Issue,Negative,High,Pending,35.0,2.7
TKT507037,2025-12-01,Email,Cards,Refund Delay,Neutral,Medium,Pending,52.7,3.5
TKT509120,2025-12-01,Phone,Account,Account Access,Positive,Low,Resolved,24.8,3.5
TKT508959,2025-12-01,Chat,Mobile App,Payment Failed,Negative,Medium,Resolved,20.3,2.3
TKT501839,2025-12-01,Chat,Payments,Account Access,Neutral,Low,Resolved,17.7,3.4
TKT500394,2025-12-01,Social,Loans,Loan Query,Negative,Critical,Escalated,57.2,1.5
TKT507442,2025-12-01,Chat,Cards,Payment Failed,Negative,High,Resolved,26.6,2.2
TKT507974,2025-12-01,Email,Mobile App,Refund Delay,Negative,Critical,Pending,44.7,2.7
TKT506858,2025-12-01,Chat,Payments,Payment Failed,Positive,Critical,Pending,36.1,4.4
TKT507819,2025-12-01,Chat,Mobile App,Login Issue,Negative,Low,Resolved,15.8,1.7
TKT507171,2025-12-01,Social,Cards,App Bug,Positive,Critical,Pending,42.3,3.6
TKT500984,2025-12-01,Chat,Mobile App,Payment Failed,Neutral,Medium,Resolved,25.0,3.9
TKT511733,2025-12-01,Phone,Loans,Card Issue,Neutral,Low,Resolved,24.1,2.9
TKT509436,2025-12-01,Chat,Payments,Account Access,Negative,Low,Resolved,20.2,1.6
TKT510111,2025-12-01,Email,Payments,Payment Failed,Positive,Medium,Pending,35.9,3.4
TKT508116,2025-12-01,Email,Cards,Refund Delay,Negative,High,Pending,41.4,2.4
TKT500562,2025-12-02,Email,Loans,Account Access,Neutral,Low,Pending,30.5,4.6
TKT502811,2025-12-02,Phone,Payments,Account Access,Positive,Medium,Resolved,27.3,3.8
TKT509660,2025-12-02,Email,Mobile App,App Bug,Negative,Medium,Pending,34.3,2.1
TKT502867,2025-12-02,Email,Cards,Login Issue,Negative,High,Pending,45.0,2.9
TKT509725,2025-12-02,Phone,Mobile App,Payment Failed,Negative,High,Pending,34.0,2.3
TKT503116,2025-12-02,Chat,Cards,Card Issue,Neutral,Low,Resolved,29.9,4.1
TKT502550,2025-12-02,Email,Mobile App,Loan Query,Neutral,Medium,Pending,34.6,3.4
TKT510984,2025-12-02,Email,Payments,Payment Failed,Negative,Medium,Pending,49.8,2.9
TKT511809,2025-12-02,Social,Account,App Bug,Negative,Medium,Resolved,24.6,3.0
TKT511386,2025-12-02,Phone,Mobile App,Payment Failed,Neutral,Medium,Resolved,27.9,3.9
TKT500893,2025-12-02,Chat,Payments,Refund Delay,Negative,Low,Resolved,14.3,2.7
TKT510423,2025-12-02,Chat,Loans,Card Issue,Negative,High,Resolved,19.9,2.4
TKT502126,2025-12-02,Chat,Payments,Login Issue,Negative,High,Pending,51.6,2.4
TKT510537,2025-12-02,Chat,Account,App Bug,Negative,Medium,Resolved,19.8,2.3
TKT504511,2025-12-02,Phone,Mobile App,Refund Delay,Positive,High,Pending,35.7,3.9
TKT506157,2025-12-02,Phone,Account,Account Access,Negative,Medium,Resolved,24.0,2.0
TKT504517,2025-12-02,Phone,Cards,Refund Delay,Negative,Medium,Resolved,19.4,2.7
TKT509010,2025-12-02,Chat,Loans,Loan Query,Neutral,Medium,Resolved,27.4,2.7
TKT500827,2025-12-02,Chat,Mobile App,Card Issue,Negative,Low,Resolved,25.8,3.3
TKT500313,2025-12-02,Chat,Cards,Account Access,Positive,Low,Resolved,28.6,3.7
TKT504916,2025-12-02,Social,Mobile App,Card Issue,Negative,High,Pending,39.5,2.2
TKT507287,2025-12-02,Chat,Cards,Payment Failed,Neutral,Medium,Resolved,13.4,3.6
TKT507211,2025-12-02,Email,Account,App Bug,Negative,High,Pending,44.0,3.1
TKT502630,2025-12-02,Phone,Loans,Loan Query,Negative,Low,Resolved,18.4,3.3
TKT506682,2025-12-02,Chat,Account,Refund Delay,Negative,High,Resolved,27.9,3.3
TKT505388,2025-12-02,Chat,Loans,Payment Failed,Negative,High,Resolved,28.7,1.9
TKT508468,2025-12-03,Social,Mobile App,Login Issue,Negative,Medium,Pending,43.2,2.5
TKT511549,2025-12-03,Chat,Account,App Bug,Negative,Low,Resolved,20.1,2.9
TKT503794,2025-12-03,Email,Mobile App,Loan Query,Neutral,Medium,Pending,37.1,3.2
TKT508606,2025-12-03,Social,Account,Payment Failed,Negative,High,Pending,39.0,2.7
TKT508692,2025-12-03,Email,Payments,Card Issue,Negative,High,Pending,43.2,1.7
TKT505917,2025-12-03,Email,Mobile App,App Bug,Negative,Low,Pending,34.4,1.7
TKT504091,2025-12-03,Chat,Payments,Refund Delay,Positive,Medium,Resolved,20.8,3.7
TKT508714,2025-12-03,Chat,Cards,App Bug,Neutral,Medium,Resolved,22.6,4.5
TKT503664,2025-12-03,Phone,Payments,Login Issue,Negative,High,Pending,32.5,3.0
TKT507434,2025-12-03,Email,Account,Account Access,Positive,Medium,Pending,38.8,3.3
TKT502024,2025-12-03,Phone,Loans,Card Issue,Negative,High,Pending,40.4,2.9
TKT511426,2025-12-03,Email,Account,Card Issue,Negative,Medium,Pending,45.5,2.7
TKT500370,2025-12-03,Chat,Payments,Refund Delay,Neutral,High,Resolved,21.9,3.8
TKT508379,2025-12-03,Email,Payments,Loan Query,Neutral,Medium,Pending,34.0,4.1
TKT510579,2025-12-03,Phone,Payments,Refund Delay,Neutral,Medium,Pending,32.2,3.4
TKT505410,2025-12-03,Social,Mobile App,Payment Failed,Neutral,Critical,Pending,44.1,3.9
TKT504413,2025-12-03,Chat,Account,Payment Failed,Neutral,Low,Pending,30.9,4.2
TKT511302,2025-12-04,Chat,Cards,Payment Failed,Negative,High,Resolved,26.8,2.7
TKT510550,2025-12-04,Email,Mobile App,Account Access,Neutral,Medium,Pending,42.5,3.0
TKT504666,2025-12-04,Social,Payments,Refund Delay,Neutral,Critical,Pending,35.3,4.2
TKT510051,2025-12-04,Email,Mobile App,Payment Failed,Positive,High,Pending,39.7,2.8
TKT506928,2025-12-04,Social,Mobile App,Login Issue,Neutral,High,Pending,34.0,3.6
TKT501847,2025-12-04,Social,Account,Login Issue,Negative,Medium,Resolved,29.7,2.9
TKT511341,2025-12-04,Phone,Mobile App,App Bug,Negative,Medium,Resolved,22.0,1.5
TKT505414,2025-12-04,Chat,Payments,Payment Failed,Neutral,Low,Resolved,20.1,4.0
TKT509441,2025-12-04,Email,Cards,Loan Query,Neutral,Low,Pending,35.7,4.4
TKT507927,2025-12-04,Chat,Payments,Payment Failed,Negative,High,Pending,33.6,2.3
TKT501928,2025-12-04,Social,Account,Payment Failed,Neutral,Medium,Pending,31.1,4.6
TKT508095,2025-12-04,Chat,Account,App Bug,Neutral,Low,Resolved,17.9,4.9
TKT502557,2025-12-04,Chat,Payments,Card Issue,Negative,High,Resolved,23.1,2.9
TKT503256,2025-12-04,Chat,Cards,Account Access,Neutral,Medium,Pending,31.0,3.1
TKT509785,2025-12-04,Chat,Mobile App,Login Issue,Neutral,Medium,Resolved,14.7,3.9
TKT505433,2025-12-04,Chat,Loans,Loan Query,Negative,High,Resolved,25.1,2.4
TKT500816,2025-12-04,Chat,Payments,Loan Query,Positive,Medium,Resolved,21.9,2.6
TKT500863,2025-12-04,Chat,Account,Login Issue,Negative,High,Resolved,24.3,2.9
TKT511083,2025-12-04,Social,Account,Card Issue,Positive,Medium,Resolved,29.0,3.5
TKT511320,2025-12-04,Phone,Payments,Refund Delay,Positive,Medium,Resolved,29.4,3.2
TKT507904,2025-12-04,Phone,Account,Payment Failed,Neutral,Low,Pending,32.1,4.6
TKT508181,2025-12-04,Phone,Payments,App Bug,Negative,High,Resolved,29.8,2.2
TKT501574,2025-12-04,Phone,Cards,Payment Failed,Negative,Critical,Pending,42.6,2.3
TKT510216,2025-12-04,Email,Payments,Refund Delay,Neutral,Low,Pending,52.5,4.9
TKT507532,2025-12-04,Email,Account,Payment Failed,Neutral,High,Pending,42.8,4.4
TKT503479,2025-12-04,Phone,Payments,Login Issue,Neutral,Low,Resolved,25.0,3.4
TKT509748,2025-12-04,Email,Account,App Bug,Negative,High,Pending,46.7,2.0
TKT508246,2025-12-04,Email,Mobile App,Refund Delay,Neutral,Medium,Pending,46.0,3.8
TKT506287,2025-12-04,Email,Mobile App,Payment Failed,Negative,Low,Pending,31.9,2.5
TKT505665,2025-12-04,Phone,Payments,Refund Delay,Neutral,Medium,Pending,38.8,3.7
TKT511396,2025-12-04,Social,Account,Account Access,Negative,Medium,Pending,33.0,1.9
TKT503717,2025-12-05,Phone,Mobile App,Account Access,Positive,Low,Resolved,25.3,3.6
TKT511460,2025-12-05,Email,Cards,Login Issue,Negative,Medium,Pending,36.8,2.1
TKT505722,2025-12-05,Email,Payments,Account Access,Neutral,Medium,Pending,36.1,3.7
TKT508412,2025-12-05,Chat,Payments,Card Issue,Positive,Low,Resolved,22.2,4.2
TKT500954,2025-12-05,Social,Loans,Account Access,Negative,Medium,Pending,33.1,3.2
TKT508834,2025-12-05,Social,Mobile App,Refund Delay,Negative,High,Pending,46.6,3.6
TKT507227,2025-12-05,Social,Mobile App,Account Access,Negative,High,Pending,31.3,1.5
TKT504348,2025-12-05,Email,Cards,Account Access,Negative,High,Pending,49.1,2.6
TKT503311,2025-12-05,Phone,Mobile App,Payment Failed,Negative,High,Resolved,29.2,2.1
TKT500017,2025-12-05,Social,Cards,Account Access,Neutral,Medium,Resolved,29.8,3.9
TKT504828,2025-12-05,Chat,Mobile App,Refund Delay,Positive,Medium,Resolved,29.6,4.4
TKT505127,2025-12-05,Chat,Account,Account Access,Neutral,High,Resolved,20.1,4.9
TKT510375,2025-12-05,Email,Cards,Refund Delay,Negative,High,Pending,48.9,3.0
TKT505180,2025-12-05,Phone,Loans,Refund Delay,Negative,High,Resolved,29.1,3.6
TKT505472,2025-12-05,Chat,Cards,Login Issue,Negative,High,Pending,30.4,1.8
TKT510209,2025-12-05,Email,Account,Card Issue,Negative,Medium,Escalated,55.4,2.5
TKT504115,2025-12-05,Phone,Account,Card Issue,Neutral,Medium,Resolved,21.9,3.4
TKT503947,2025-12-06,Chat,Loans,Payment Failed,Negative,Medium,Resolved,19.9,2.8
TKT510616,2025-12-06,Chat,Payments,Refund Delay,Negative,High,Resolved,28.7,1.4
TKT505670,2025-12-06,Social,Payments,App Bug,Negative,Low,Pending,33.8,2.0
TKT502182,2025-12-06,Email,Payments,Payment Failed,Negative,Critical,Pending,47.6,2.6
TKT500878,2025-12-06,Email,Payments,Account Access,Negative,Medium,Pending,48.8,2.9
TKT507966,2025-12-06,Chat,Account,App Bug,Negative,Low,Resolved,14.2,2.7
TKT510021,2025-12-06,Email,Mobile App,Account Access,Positive,High,Pending,42.3,3.8
TKT503687,2025-12-06,Email,Account,Loan Query,Positive,Low,Pending,44.7,3.0
TKT504578,2025-12-06,Chat,Loans,Account Access,Negative,Low,Pending,49.6,2.9
TKT503646,2025-12-06,Chat,Payments,Card Issue,Neutral,Low,Resolved,20.3,4.4
TKT500291,2025-12-06,Email,Mobile App,App Bug,Neutral,Medium,Pending,35.8,3.6
TKT510256,2025-12-06,Email,Payments,Refund Delay,Positive,Medium,Pending,36.5,4.1
TKT505447,2025-12-06,Email,Payments,Login Issue,Neutral,Medium,Pending,47.8,4.3
TKT505888,2025-12-06,Social,Mobile App,Account Access,Neutral,High,Pending,37.9,3.5
TKT501770,2025-12-06,Email,Mobile App,Payment Failed,Neutral,High,Pending,52.3,4.0
TKT502574,2025-12-06,Email,Mobile App,Login Issue,Positive,High,Pending,51.7,3.9
TKT506617,2025-12-06,Phone,Mobile App,Card Issue,Positive,High,Pending,48.2,4.7
TKT506398,2025-12-06,Email,Payments,Refund Delay,Positive,High,Pending,41.4,3.6
TKT508313,2025-12-06,Phone,Cards,Payment Failed,Negative,Low,Pending,39.6,3.0
TKT508840,2025-12-06,Chat,Loans,Payment Failed,Neutral,Low,Resolved,28.5,4.3
TKT501498,2025-12-07,Email,Account,App Bug,Neutral,Medium,Pending,44.4,4.4
TKT506184,2025-12-07,Chat,Account,Card Issue,Neutral,High,Resolved,28.4,3.3
TKT502806,2025-12-07,Email,Account,Payment Failed,Negative,Low,Pending,37.2,1.8
TKT501970,2025-12-07,Phone,Cards,Loan Query,Negative,Low,Resolved,24.0,2.2
TKT505442,2025-12-07,Chat,Account,App Bug,Negative,High,Resolved,29.0,2.3
TKT506869,2025-12-07,Chat,Payments,Account Access,Neutral,High,Pending,40.5,4.7
TKT509732,2025-12-07,Email,Mobile App,Account Access,Positive,Medium,Pending,33.4,4.0
TKT505121,2025-12-07,Email,Loans,Loan Query,Positive,Low,Pending,46.6,3.1
TKT502749,2025-12-07,Social,Mobile App,Login Issue,Negative,Medium,Pending,50.5,3.1
TKT502213,2025-12-07,Email,Account,Account Access,Positive,High,Pending,38.4,2.3
TKT500601,2025-12-07,Chat,Mobile App,App Bug,Positive,Medium,Resolved,15.3,4.3
TKT505260,2025-12-07,Social,Loans,Account Access,Negative,High,Pending,37.7,3.2
TKT501931,2025-12-07,Social,Cards,Card Issue,Positive,Medium,Resolved,27.5,4.3
TKT510348,2025-12-07,Social,Loans,Payment Failed,Neutral,Low,Resolved,27.3,3.2
TKT502776,2025-12-07,Phone,Mobile App,Payment Failed,Neutral,High,Resolved,25.2,3.8
TKT502220,2025-12-07,Chat,Payments,App Bug,Positive,High,Pending,44.5,3.7
TKT504466,2025-12-07,Phone,Mobile App,Loan Query,Positive,Medium,Resolved,20.7,4.0
TKT504662,2025-12-07,Chat,Mobile App,Login Issue,Negative,Medium,Resolved,18.7,2.3
TKT507128,2025-12-07,Email,Cards,Account Access,Neutral,Medium,Escalated,58.3,3.1
TKT504792,2025-12-08,Social,Payments,Login Issue,Negative,Low,Resolved,22.2,2.2
TKT510773,2025-12-08,Phone,Mobile App,Account Access,Neutral,High,Resolved,29.6,4.8
TKT509354,2025-12-08,Chat,Mobile App,Refund Delay,Neutral,Medium,Resolved,26.2,4.3
TKT511806,2025-12-08,Social,Mobile App,Account Access,Negative,High,Pending,45.0,3.6
TKT507945,2025-12-08,Email,Account,Refund Delay,Neutral,Low,Pending,39.7,2.9
TKT505362,2025-12-08,Social,Account,Account Access,Negative,Medium,Pending,41.4,2.8
TKT510502,2025-12-08,Chat,Loans,Refund Delay,Positive,Medium,Resolved,18.6,3.8
TKT506756,2025-12-08,Email,Payments,Card Issue,Negative,Medium,Escalated,58.2,1.5
TKT509113,2025-12-08,Phone,Mobile App,Card Issue,Negative,Medium,Resolved,27.7,3.5
TKT502501,2025-12-08,Email,Mobile App,App Bug,Positive,Low,Pending,40.9,4.4
TKT506601,2025-12-08,Phone,Loans,Refund Delay,Positive,High,Resolved,28.5,3.5
TKT508905,2025-12-08,Phone,Account,Refund Delay,Negative,Medium,Resolved,20.7,2.8
TKT505649,2025-12-08,Phone,Loans,Payment Failed,Negative,High,Pending,34.2,3.4
TKT505332,2025-12-08,Chat,Mobile App,Payment Failed,Negative,High,Resolved,19.6,2.4
TKT507061,2025-12-08,Chat,Account,Refund Delay,Negative,High,Resolved,25.0,3.0
TKT503727,2025-12-08,Chat,Cards,Login Issue,Negative,Medium,Resolved,17.2,2.3
TKT510150,2025-12-09,Email,Cards,Login Issue,Negative,High,Pending,42.9,4.0
TKT505620,2025-12-09,Phone,Cards,Refund Delay,Positive,High,Pending,33.9,3.0
TKT506381,2025-12-09,Phone,Account,Card Issue,Negative,High,Resolved,28.1,2.6
TKT506659,2025-12-09,Email,Mobile App,Refund Delay,Negative,Medium,Pending,30.9,2.4
